# ----------------------------------------------------------------------
#       JWST/NIRCam WFSS Sensitivity Curve (Cycle-1) 
# 
#       /filter: F356W    /module: B   /pupil: R
# 
# Generated using data from PID 1536, 1537, 1538 (PI: Gordon; 6 observations)
# ObsID: jw01536083001_02107_00001
#        jw01536083001_02107_00002
#        jw01537031001_02107_00001
#        jw01537031001_02107_00002
#        jw01538059001_02107_00001
#        jw01538059001_02107_00002
# Flux Calibration Uncertainty (16-50-84th percentile in FWHM) = 1.73-1.93-2.28%
# Please note that the wavelength space might not be uniform.
# ----------------------------------------------------------------------
# How to use this file? When you have a spectrum extracted as:
#       wavelength sequence [in unit of micron]:   arr_wave
#       spectral sequence   [in unit of DN/S]:     arr_spec
# If the spectrum has to be resampled, do not sum the DN/s along the dispersion direction.
# Simply interpolate the `wavelength` and `DN/s/Jy` column of this table, like:
# >> from scipy import interpolate
# >> ## interpolate the sensitivity curve:
# >> func_sens = interpolate.UnivariateSpline(tb_sens['wavelength'], tb_sens['DN/s/Jy'], ext = 'zeros', k = 1)
# >> ## apply the sensitivity curve: 
# >> arr_spec_mJy = arr_spec / func_sens(arr_wave) * 1e3 # unit: mJy
# ----------------------------------------------------------------------
# Produced by Mr. Fengwu Sun (Steward Observatory, UofArizona), 2022/09/20
# Contact:        fengwusun[AT]arizona.edu 
# ----------------------------------------------------------------------
wavelength DN/s/Jy DN/s/Jy_err
3.9062 16936.9 326.3
3.9112 17132.0 416.4
3.9162 17257.7 333.9
3.9212 16828.5 424.7
3.9263 16886.4 302.9
3.9313 16539.3 391.1
3.9363 15839.2 270.2
3.9413 15725.0 369.2
3.9463 15130.6 255.7
3.9512 14589.1 248.3
3.9562 13846.6 384.1
3.9612 12456.1 521.5
3.9663 11480.4 206.1
3.9712 10009.1 326.5
3.9763 8583.9 159.5
3.9813 7460.4 132.1
3.9863 6425.2 206.7
3.9912 5252.9 235.8
3.9962 4257.1 292.4
4.0013 3526.6 354.0
4.0062 2849.0 227.0
4.0113 2359.9 193.1
4.0162 1944.7 230.8
4.0213 1417.2 159.3
4.0263 1117.7 128.0
4.0295 1090.1 357.3
4.0345 655.6 379.5
4.0412 353.9 6.0
