# ----------------------------------------------------------------------
#       JWST/NIRCam WFSS Sensitivity Curve (Cycle-1) 
# 
#       /filter: F277W    /module: B   /pupil: R
# 
# Generated using data from PID 1536, 1537, 1538 (PI: Gordon; 6 observations)
# ObsID: jw01536083001_02103_00001
#        jw01536083001_02103_00002
#        jw01537031001_02103_00001
#        jw01537031001_02103_00002
#        jw01538059001_02103_00001
#        jw01538059001_02103_00002
# Flux Calibration Uncertainty (16-50-84th percentile in FWHM) = 0.56-0.93-1.35%
# Please note that the wavelength space might not be uniform.
# ----------------------------------------------------------------------
# How to use this file? When you have a spectrum extracted as:
#       wavelength sequence [in unit of micron]:   arr_wave
#       spectral sequence   [in unit of DN/S]:     arr_spec
# If the spectrum has to be resampled, do not sum the DN/s along the dispersion direction.
# Simply interpolate the `wavelength` and `DN/s/Jy` column of this table, like:
# >> from scipy import interpolate
# >> ## interpolate the sensitivity curve:
# >> func_sens = interpolate.UnivariateSpline(tb_sens['wavelength'], tb_sens['DN/s/Jy'], ext = 'zeros', k = 1)
# >> ## apply the sensitivity curve: 
# >> arr_spec_mJy = arr_spec / func_sens(arr_wave) * 1e3 # unit: mJy
# ----------------------------------------------------------------------
# Produced by Mr. Fengwu Sun (Steward Observatory, UofArizona), 2022/09/20
# Contact:        fengwusun[AT]arizona.edu 
# ----------------------------------------------------------------------
wavelength DN/s/Jy DN/s/Jy_err
2.6450 10869.8 101.5
2.6500 10959.4 145.8
2.6550 11072.7 137.0
2.6600 11221.5 132.4
2.6650 11377.4 69.0
2.6700 11453.1 64.3
2.6750 11589.3 136.7
2.6800 11616.0 98.4
2.6850 11578.4 61.1
2.6900 11743.6 117.6
2.6950 11839.3 167.3
2.7000 11945.0 70.0
2.7050 11990.8 67.6
2.7100 11997.4 110.0
2.7150 12107.5 204.9
2.7200 12345.1 66.0
2.7250 12229.2 88.3
2.7300 12182.0 107.5
2.7350 12009.9 64.2
2.7400 11948.2 183.3
2.7450 12040.2 119.4
2.7500 11976.7 203.1
2.7550 12047.1 153.9
2.7600 12080.6 66.0
2.7650 11948.7 66.1
2.7700 12089.9 67.7
2.7750 12099.0 91.5
2.7800 12141.0 68.5
2.7850 12192.5 130.0
2.7900 12400.4 65.6
2.7950 12648.7 170.5
2.8000 12471.7 72.3
2.8050 12559.8 126.0
2.8100 12656.8 118.1
2.8150 12689.4 122.3
2.8200 12675.8 66.9
2.8250 12703.4 170.4
2.8300 12853.2 134.0
2.8350 12924.1 68.9
2.8400 12883.9 92.7
2.8450 13029.3 115.7
2.8500 13038.7 134.6
2.8550 13148.6 100.6
2.8600 13413.6 92.8
2.8650 13302.5 114.9
2.8700 13579.9 94.1
2.8750 13567.5 201.5
2.8800 13656.4 168.7
2.8850 13743.7 89.0
2.8900 13829.9 207.7
2.8950 13798.1 91.2
2.9000 13964.8 161.0
2.9050 14030.0 298.0
2.9100 14086.1 261.7
2.9150 14025.4 77.1
2.9200 13975.0 149.1
2.9250 13930.6 188.2
2.9300 13961.1 77.6
2.9350 13887.0 116.8
2.9400 14124.9 159.6
2.9450 14206.9 132.6
2.9500 14064.6 234.3
2.9550 14117.0 118.2
2.9600 14162.4 133.2
2.9650 14428.9 127.7
2.9700 14428.5 106.5
2.9750 14382.2 176.9
2.9800 14562.5 83.0
2.9850 14439.3 105.4
2.9900 14605.6 129.5
2.9950 14542.4 186.1
3.0000 14872.7 80.3
3.0050 14863.8 135.8
3.0100 14850.3 98.8
3.0150 15010.2 87.2
3.0200 15137.6 146.8
3.0250 15311.8 157.5
3.0300 15525.9 153.8
3.0350 15728.7 82.4
3.0400 15649.2 253.0
3.0450 15706.3 198.5
3.0500 15756.0 99.0
3.0550 15849.5 91.7
3.0600 15816.6 231.7
3.0650 15909.0 191.5
3.0700 16168.7 136.4
3.0750 16212.9 85.0
3.0800 16333.3 116.8
3.0850 16286.0 165.8
3.0900 16053.9 84.5
3.0950 15515.8 84.0
3.1000 14637.0 158.3
3.1050 13428.0 142.4
3.1100 11760.1 109.1
3.1150 9782.8 192.6
3.1200 7787.0 164.0
3.1250 5984.2 103.6
3.1300 4374.2 286.9
3.1350 3194.7 231.5
3.1400 2384.3 245.4
3.1450 1835.2 179.0
3.1500 1284.5 219.8
3.1550 840.8 207.9
3.1600 679.3 166.5
3.1650 504.2 100.7
3.1700 460.0 140.9
3.1745 392.1 204.8
