# ----------------------------------------------------------------------
#       JWST/NIRCam WFSS Sensitivity Curve (Cycle-1) 
# 
#       /filter: F322W2    /module: B   /pupil: C
# 
# Generated using data from PID 1536, 1538 (PI: Gordon; 4 observations)
# ObsID: jw01536083001_0210j_00001
#        jw01536083001_0210j_00002
#        jw01538059001_0210j_00001
#        jw01538059001_0210j_00002
# Flux Calibration Uncertainty (16-50-84th percentile in FWHM) = 0.29-0.85-1.51%
# Please note that the wavelength space might not be uniform.
# ----------------------------------------------------------------------
# How to use this file? When you have a spectrum extracted as:
#       wavelength sequence [in unit of micron]:   arr_wave
#       spectral sequence   [in unit of DN/S]:     arr_spec
# If the spectrum has to be resampled, do not sum the DN/s along the dispersion direction.
# Simply interpolate the `wavelength` and `DN/s/Jy` column of this table, like:
# >> from scipy import interpolate
# >> ## interpolate the sensitivity curve:
# >> func_sens = interpolate.UnivariateSpline(tb_sens['wavelength'], tb_sens['DN/s/Jy'], ext = 'zeros', k = 1)
# >> ## apply the sensitivity curve: 
# >> arr_spec_mJy = arr_spec / func_sens(arr_wave) * 1e3 # unit: mJy
# ----------------------------------------------------------------------
# Produced by Mr. Fengwu Sun (Steward Observatory, UofArizona), 2022/09/20
# Contact:        fengwusun[AT]arizona.edu 
# ----------------------------------------------------------------------
wavelength DN/s/Jy DN/s/Jy_err
2.6800 11951.4 79.1
2.6850 11907.6 6.8
2.6900 11858.4 70.2
2.6950 11945.0 86.0
2.7000 12022.6 191.8
2.7050 12113.1 46.0
2.7100 12277.5 60.3
2.7150 12331.7 15.8
2.7200 12237.4 168.7
2.7250 12297.6 80.1
2.7300 12342.1 143.4
2.7350 12552.5 97.7
2.7400 12499.6 240.1
2.7450 12347.6 33.3
2.7500 12338.5 21.6
2.7550 12073.4 245.6
2.7600 12292.3 121.3
2.7650 12322.6 92.8
2.7700 12119.1 127.1
2.7750 12200.6 39.9
2.7800 12228.5 22.7
2.7850 12387.4 37.7
2.7900 12637.1 30.7
2.7950 12605.2 197.5
2.8000 12696.0 138.1
2.8050 13045.1 7.6
2.8100 12951.4 185.5
2.8150 12989.4 219.2
2.8200 13076.0 124.9
2.8250 13255.5 185.9
2.8300 13058.9 245.0
2.8350 13019.6 176.2
2.8400 13225.8 121.5
2.8450 13243.3 133.2
2.8500 13385.9 18.1
2.8550 13315.7 156.5
2.8600 13465.1 103.5
2.8650 13515.8 112.3
2.8700 13564.6 376.9
2.8750 14056.6 39.5
2.8800 13913.3 102.9
2.8850 13978.1 75.7
2.8900 13899.2 44.2
2.8950 13830.2 208.9
2.9000 13861.7 77.6
2.9050 14006.0 60.5
2.9100 14069.8 236.9
2.9150 14233.5 75.3
2.9200 14059.3 59.5
2.9250 14292.3 245.2
2.9300 14411.5 85.3
2.9350 14402.0 25.7
2.9400 14335.4 146.1
2.9450 14205.5 265.5
2.9500 14731.1 416.4
2.9550 14553.9 94.1
2.9600 14227.0 207.0
2.9650 14500.5 38.1
2.9700 14430.9 156.8
2.9750 14521.4 73.6
2.9800 14722.5 151.5
2.9850 14782.7 57.0
2.9900 14870.3 63.4
2.9950 14926.5 167.6
3.0000 15142.6 183.2
3.0050 15422.8 76.9
3.0100 15512.8 102.8
3.0150 15294.7 166.1
3.0200 15624.1 185.6
3.0250 15637.1 146.2
3.0300 15544.5 102.8
3.0350 15734.7 216.9
3.0400 16274.8 42.3
3.0450 16312.2 479.8
3.0500 15897.0 10.5
3.0550 15805.8 143.8
3.0600 15824.8 115.7
3.0650 15875.4 137.4
3.0700 16115.5 128.0
3.0750 15839.8 8.8
3.0800 15672.6 39.1
3.0850 15978.2 101.8
3.0900 16349.9 60.6
3.0950 16369.9 61.9
3.1000 16444.7 131.1
3.1050 16428.9 104.7
3.1100 16489.4 10.0
3.1150 16693.4 9.2
3.1200 16537.6 186.2
3.1250 16800.0 170.2
3.1300 16990.6 62.5
3.1350 16909.2 152.4
3.1400 16895.7 222.8
3.1450 16948.6 47.9
3.1500 17235.8 78.4
3.1550 17195.5 17.0
3.1600 17241.5 95.7
3.1650 17026.5 44.7
3.1700 17243.1 102.7
3.1750 17193.8 308.6
3.1800 17283.9 86.7
3.1850 17371.2 179.0
3.1900 17734.4 264.9
3.1950 17630.4 232.8
3.2000 17504.4 108.6
3.2050 17525.8 18.5
3.2100 17670.4 39.1
3.2150 17467.3 82.0
3.2200 17724.4 96.0
3.2250 17580.1 176.8
3.2300 17668.6 287.8
3.2350 17695.5 12.2
3.2400 17653.9 200.6
3.2450 17714.5 10.4
3.2500 17788.8 247.5
3.2550 17819.4 85.3
3.2600 17846.4 285.8
3.2650 17956.0 130.1
3.2700 18114.2 133.4
3.2750 17943.5 149.6
3.2800 17536.8 214.2
3.2850 17643.6 283.0
3.2900 17508.5 294.1
3.2950 17748.0 80.5
3.3000 18154.0 424.9
3.3050 18160.7 329.8
3.3100 17836.6 125.3
3.3150 17956.5 361.5
3.3200 18125.3 112.3
3.3250 18133.8 97.9
3.3300 18174.5 138.8
3.3350 18251.5 34.5
3.3400 18134.3 173.0
3.3450 18112.2 101.6
3.3500 18332.6 261.7
3.3550 18535.8 312.8
3.3600 18641.2 114.5
3.3650 18736.2 116.8
3.3700 18699.2 115.9
3.3750 18678.3 125.3
3.3800 18946.4 164.5
3.3850 18888.8 107.1
3.3900 18635.2 222.5
3.3950 18788.6 29.5
3.4000 18954.7 128.6
3.4050 19041.5 54.6
3.4100 18796.3 286.1
3.4150 18951.3 147.2
3.4200 18896.7 185.2
3.4250 18856.8 98.0
3.4300 19062.9 125.5
3.4350 19161.0 182.7
3.4400 18954.0 38.5
3.4450 19122.1 182.9
3.4500 18994.2 52.1
3.4550 19283.2 198.9
3.4600 19150.9 289.0
3.4650 19091.7 74.9
3.4700 19355.8 129.9
3.4750 19198.4 45.4
3.4800 19128.2 229.4
3.4850 19287.2 175.9
3.4900 19216.9 169.2
3.4950 19434.7 171.7
3.5000 19446.1 129.5
3.5050 19562.9 371.9
3.5100 19419.6 18.9
3.5150 19573.0 254.2
3.5200 19493.3 195.8
3.5250 19312.0 10.7
3.5300 19382.4 81.3
3.5350 19425.0 208.7
3.5400 19225.5 432.8
3.5450 19353.4 266.2
3.5500 19399.0 212.0
3.5550 19472.8 12.1
3.5600 19509.1 131.6
3.5650 19419.3 409.5
3.5700 19378.8 302.4
3.5750 19176.1 64.9
3.5800 19341.2 243.0
3.5850 19354.0 387.9
3.5900 19308.5 250.3
3.5950 19545.9 25.0
3.6000 19651.1 255.1
3.6050 19494.6 210.3
3.6100 19436.0 276.4
3.6150 19403.8 142.7
3.6200 19497.0 119.0
3.6250 19287.7 246.8
3.6300 19423.5 96.6
3.6350 19319.3 250.0
3.6400 19385.4 223.4
3.6450 19684.2 243.7
3.6500 19548.4 54.7
3.6550 19551.0 201.2
3.6600 19616.1 14.0
3.6650 19639.4 255.6
3.6700 19619.8 178.1
3.6750 19286.8 209.6
3.6800 19724.3 98.1
3.6850 19429.2 38.7
3.6900 19078.1 212.3
3.6950 19537.0 151.3
3.7000 19669.8 93.6
3.7050 19358.1 310.0
3.7100 19246.1 231.1
3.7150 19341.3 162.5
3.7200 19252.1 22.2
3.7250 19189.3 142.8
3.7300 19183.3 208.0
3.7350 18627.5 318.2
3.7400 19193.6 155.2
3.7450 19507.3 263.0
3.7500 19196.7 240.2
3.7550 19337.6 79.0
3.7600 19225.5 49.1
3.7650 19120.0 154.8
3.7700 19006.7 309.0
3.7750 18912.6 141.3
3.7800 19135.4 228.4
3.7850 19299.6 223.2
3.7900 19093.6 172.5
3.7950 19387.6 284.4
3.8000 19151.0 43.4
3.8050 19151.5 211.6
3.8100 19132.3 175.7
3.8150 18915.2 42.1
3.8200 19072.0 498.4
3.8250 19077.1 275.7
3.8300 18852.4 141.2
3.8350 18916.2 335.3
3.8400 18865.6 11.2
3.8450 18623.2 240.3
3.8500 18543.4 117.1
3.8550 18455.1 71.7
3.8600 18385.8 617.2
3.8650 18541.9 466.0
3.8700 18170.6 146.1
3.8750 18381.2 257.1
3.8800 18141.1 173.2
3.8850 18072.3 337.7
3.8900 18089.2 28.5
3.8950 18058.2 300.5
3.9000 17657.1 99.1
3.9050 17837.3 210.8
3.9100 18172.4 241.0
3.9150 17880.6 161.8
3.9200 17686.4 287.5
3.9250 17794.3 235.4
3.9300 17706.0 95.5
3.9350 17863.4 23.8
3.9400 17744.1 199.8
3.9450 17557.4 303.9
3.9500 17839.9 311.6
3.9550 17240.5 316.9
3.9600 17212.0 9.5
3.9650 16968.6 236.1
3.9700 16296.1 36.9
3.9750 15639.3 186.5
3.9800 14607.2 159.8
3.9850 13780.2 137.5
3.9900 12576.2 272.6
3.9950 11272.9 36.7
4.0000 10203.0 294.2
4.0050 9073.4 5.2
4.0100 7607.1 422.4
4.0150 6322.6 131.4
4.0200 5486.3 28.8
4.0250 4413.7 234.4
4.0300 3850.5 119.3
4.0350 3104.4 25.4
4.0400 2826.2 161.2
4.0465 2091.7 118.6
