# ----------------------------------------------------------------------
#       JWST/NIRCam WFSS Sensitivity Curve (Cycle-1) 
# 
#       /filter: F322W2    /module: A   /pupil: R
# 
# Generated using data from PID 1536, 1537, 1538 (PI: Gordon; 6 observations)
# ObsID: jw01536081001_02105_00001
#        jw01536081001_02105_00002
#        jw01537030001_02105_00001
#        jw01537030001_02105_00002
#        jw01538058001_02105_00001
#        jw01538058001_02105_00002
# Flux Calibration Uncertainty (16-50-84th percentile in FWHM) = 0.93-1.25-1.63%
# Please note that the wavelength space might not be uniform.
# ----------------------------------------------------------------------
# How to use this file? When you have a spectrum extracted as:
#       wavelength sequence [in unit of micron]:   arr_wave
#       spectral sequence   [in unit of DN/S]:     arr_spec
# If the spectrum has to be resampled, do not sum the DN/s along the dispersion direction.
# Simply interpolate the `wavelength` and `DN/s/Jy` column of this table, like:
# >> from scipy import interpolate
# >> ## interpolate the sensitivity curve:
# >> func_sens = interpolate.UnivariateSpline(tb_sens['wavelength'], tb_sens['DN/s/Jy'], ext = 'zeros', k = 1)
# >> ## apply the sensitivity curve: 
# >> arr_spec_mJy = arr_spec / func_sens(arr_wave) * 1e3 # unit: mJy
# ----------------------------------------------------------------------
# Produced by Mr. Fengwu Sun (Steward Observatory, UofArizona), 2022/09/20
# Contact:        fengwusun[AT]arizona.edu 
# ----------------------------------------------------------------------
wavelength DN/s/Jy DN/s/Jy_err
3.0440 18177.4 176.7
3.0490 18302.4 163.6
3.0540 18463.0 259.7
3.0590 18396.9 226.8
3.0640 18701.7 167.3
3.0690 18398.5 157.4
3.0740 18470.1 252.9
3.0790 18624.7 281.7
3.0840 18722.0 388.5
3.0890 18964.5 188.3
3.0940 19272.9 258.5
3.0990 19301.2 193.1
3.1040 19369.5 207.1
3.1090 19478.7 285.2
3.1140 19580.3 325.5
3.1190 19827.8 223.9
3.1240 19784.1 200.6
3.1290 19901.1 195.7
3.1340 20058.9 256.2
3.1390 19930.8 194.1
3.1440 20046.5 320.8
3.1490 20182.1 298.5
3.1540 19979.8 186.5
3.1590 20136.5 307.3
3.1640 20291.1 292.9
3.1690 20490.3 241.6
3.1740 20483.5 191.8
3.1790 20431.5 288.6
3.1840 20836.7 182.9
3.1890 20551.5 203.0
3.1940 20615.2 244.7
3.1990 20806.3 410.6
3.2040 20999.1 181.5
3.2090 21101.0 253.2
3.2140 21138.6 201.6
3.2190 20985.3 299.1
3.2240 21098.8 334.1
3.2290 21327.2 222.4
3.2340 21334.1 352.7
3.2390 21351.6 184.7
3.2440 21401.7 324.2
3.2490 21439.1 270.5
3.2540 21592.3 183.4
3.2590 21213.3 191.0
3.2640 21221.7 206.1
3.2690 21587.9 193.9
3.2740 21507.0 363.9
3.2790 21631.1 244.7
3.2840 21650.2 311.5
3.2890 21693.2 286.0
3.2940 21851.8 313.0
3.2990 21924.1 316.8
3.3040 21851.1 308.7
3.3090 22252.0 245.8
3.3140 22109.0 263.3
3.3190 21921.1 264.3
3.3240 22295.9 319.9
3.3290 22432.2 222.3
3.3340 22523.2 251.5
3.3390 22819.8 421.3
3.3440 22681.6 368.1
3.3490 22785.8 282.1
3.3540 22818.7 305.4
3.3590 22796.2 307.5
3.3640 22961.1 386.9
3.3690 23243.8 224.1
3.3740 22981.4 318.4
3.3790 23113.4 387.1
3.3840 23600.6 295.4
3.3890 23705.4 305.8
3.3940 23626.4 276.3
3.3990 23535.3 241.3
3.4040 23696.7 342.2
3.4090 23690.7 388.6
3.4140 23960.6 337.4
3.4190 23682.3 308.8
3.4240 23749.2 472.6
3.4290 23690.0 345.2
3.4340 23919.6 220.2
3.4390 23808.5 273.1
3.4440 23918.4 347.2
3.4490 24001.4 368.6
3.4540 23762.2 334.4
3.4590 24075.2 293.9
3.4640 24095.7 272.0
3.4690 24143.6 296.9
3.4740 24420.2 274.6
3.4790 24364.9 264.9
3.4840 24503.8 215.3
3.4890 24345.5 316.8
3.4940 24314.5 378.1
3.4990 24387.6 340.2
3.5040 24276.3 272.8
3.5090 24456.7 318.6
3.5140 24452.5 265.0
3.5190 24846.7 217.5
3.5240 24770.8 281.8
3.5290 24758.7 241.2
3.5340 24730.7 331.6
3.5390 24730.1 276.7
3.5440 24818.2 214.5
3.5490 24663.2 255.6
3.5540 24606.5 347.7
3.5590 24797.2 216.0
3.5640 24643.4 354.3
3.5690 24546.6 316.3
3.5740 24524.8 250.7
3.5790 24819.2 308.7
3.5840 24679.7 267.0
3.5890 24463.8 379.9
3.5940 25018.6 268.9
3.5990 24681.2 386.2
3.6040 24606.5 350.9
3.6090 24869.7 243.0
3.6140 24987.8 257.1
3.6190 24924.4 270.5
3.6240 24992.1 284.5
3.6290 24973.0 423.0
3.6340 25159.4 228.8
3.6390 24931.1 273.3
3.6440 24941.2 353.9
3.6490 24946.1 220.6
3.6540 25217.0 229.6
3.6590 25109.9 214.7
3.6640 25154.9 254.2
3.6690 25301.8 297.7
3.6740 25202.4 225.8
3.6790 25022.5 308.8
3.6840 25247.6 220.4
3.6890 25394.7 224.1
3.6940 25201.3 260.6
3.6990 25030.1 264.7
3.7040 25135.8 327.6
3.7090 25210.2 330.5
3.7140 24958.9 262.8
3.7190 24954.4 216.1
3.7240 25004.6 281.7
3.7290 24932.7 345.0
3.7340 25312.6 316.3
3.7390 25441.6 430.6
3.7440 25547.6 575.9
3.7490 25362.1 269.9
3.7540 25173.6 352.6
3.7590 25020.9 410.5
3.7640 25281.3 229.2
3.7690 25186.5 312.4
3.7740 25151.9 274.5
3.7790 24962.3 222.7
3.7840 25104.3 405.0
3.7890 25102.2 272.7
3.7940 25080.8 322.0
3.7990 24880.7 236.3
3.8040 25099.5 482.4
3.8090 24940.7 338.9
3.8140 24701.0 222.7
3.8190 25009.3 366.9
3.8240 24907.2 251.7
3.8290 24827.9 415.4
3.8340 24547.8 263.3
3.8390 24794.1 219.9
3.8440 24733.2 296.9
3.8490 24892.0 223.1
3.8540 24717.9 309.7
3.8590 24492.4 225.2
3.8640 24108.9 365.7
3.8690 24411.5 275.4
3.8740 24619.8 209.3
3.8790 24379.6 307.7
3.8840 24301.5 389.7
3.8890 24125.5 241.2
3.8940 24172.4 208.3
3.8990 24149.2 260.2
3.9040 24075.4 322.9
3.9090 24203.2 387.9
3.9140 24185.1 235.4
3.9190 24327.4 216.8
3.9240 24254.7 421.9
3.9290 24130.8 212.9
3.9340 24016.2 252.8
3.9390 23933.3 314.9
3.9440 23887.7 262.9
3.9490 23636.7 326.0
3.9540 23047.1 362.9
3.9590 22417.9 225.4
3.9640 21001.3 262.3
3.9690 19990.1 360.9
3.9740 18665.3 162.4
3.9790 17004.1 344.9
3.9840 15554.4 132.7
3.9890 13691.1 116.4
3.9940 12552.3 785.6
3.9990 10985.4 199.5
4.0040 9240.6 838.9
4.0090 8044.7 121.4
4.0140 6973.1 374.8
4.0190 5505.7 92.3
4.0240 4640.2 132.6
4.0290 4055.5 398.2
4.0340 3290.7 113.9
4.0390 2762.3 449.4
4.0440 2241.8 44.0
4.0490 1639.0 168.1
4.0540 1341.1 49.0
4.0590 1094.0 152.3
4.0640 944.0 169.9
4.0690 699.3 229.5
4.0738 555.2 4.7
